id,tweet,subtask_a,subtask_b,subtask_c
38152,think hate america filled man vp ! ! ! ! ? ? ? dems hate america ! see yet ? walk # runaway dems & amp ; join patriot love live america ! # maga url,0,,
16385,@ user @ user markey issued tweet back nap . think react fly . poor leader . word baker yet .,0,,
24349,@ user hey @ user ever find gun ? 🤔,0,,
19303,"@ user hallo please find unroll : thread @ user . moore 's failure deal foul smear , good example new rule could apply . fir [ … ] '' # fakenews # maga url see soon . 🤖 ''",1,1,0
23502,@ user @ user good luck 🤣 # maga # votered url,0,,
60929,@ user look # kavanaugh stop shit ! . # maga url,1,1,2
67975,awesome video alex jones invading capitol hill watch tell mainstream medium # fakenews # wednesdaywisdom # maga # trump # vaxxed # readthebook # cdcwhistleblower # vaccineholocaust @ user @ user @ user @ user @ user url,0,,
90967,. star review socialsurvey — cristyn made buying experience easy enjoyable ! amazing ! lindsay p. cristyn dye url url,0,,
76070,@ user @ user @ user @ user @ user guy ( conservative ) nice . would destroy .,0,,
80037,@ user @ user bring crucifixion ! know conservative garland - would stoned death antifa,0,,
17549,@ user cuz none ,0,,
35559,# levistrauss take stand gun control # sanfrancisco # levistrauss & amp ; company # america # safertomorrowfund url url,0,,
51894,@ user ’ even start naruto cause ’ much  started anime hulu yesterday called coppelion thats one season ’ speed lol,0,,
29049,@ user that zombie walk little scary . remember zombie said going eat shon ’ butt,1,1,1
36676,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user good evening brenda ... hardly see ..hope well & amp ; everyone ... ,0,,
11337,@ user great five . stay thst spot permanently ?,0,,
54757,@ user think ? ? ? ? ? ? ? ?,0,,
18131,@ user irresponsible ktvu stoke hateful word demented governor disrespectfully spews potus . people think jerry brown criminally liable many action well . responsible 's thousand oakland resident displacement .,0,,
11928,@ user @ user heard bert ernie merely ally active antifa . friendship luxury oppressor .,0,,
80826,@ user knew ’ like never ever thought every single republican sit let regarding everything mentioned tweet pretty,1,1,0
86356,@ user far prepared take roger ? gather new antifa style ‘ hungerless hunger strike ’ would consider actually eating anything ?,0,,
93849,@ user imo,0,,
16755,@ user knew email released earlier ! pandering ignorant base,1,1,0
90857,@ user @ user gun control ! might trick .,0,,
33595,@ user guess going ignore karmys asking ... ,0,,
93365,@ user oh never doubt.. read dirty war too..he slovenly pos.. jesuit worship satan..,1,1,2
37866,@ user calling something different still pac . borders= country higher tax gun control socialist removing ice work illegals brac family texas value arent california like jones u ppl dont even live . stay dc,1,0,
58540,@ user @ user @ user amen ! ! !,0,,
23352,@ user antifa simply want u kill . way . u carry back . knife,1,1,1
72923,# maximebernier “ racist party # canada ” # bernier # ppc . @ user # news # politics # government # cdnpoli # polcan # pnpcbc # liberal # progressive # conservative # ndp # cpc # lpc # gpc # altright # farright # populist # racist # racism # bigot # hw url,0,,
83779,@ user @ user 's nothing joyous watching snowflake cry especially 's google order follower .,0,,
19348,@ user stand maga,0,,
11095,’ getting pussy huh ? url,1,0,
13966,@ user @ user occupy wall street ... ..where woman got raped,1,1,1
72803,@ user disgrace,1,1,0
64439,& amp ; could prove 're opposite role ? duality everything . scary . ca n't feed thought rn ) . need think abt grateful 's saying thing bc 's finally getting ca n't keep caring abt & amp ; think,0,,
78790,@ user time statement @ user support victor orban anti-semitism .,0,,
33944,@ user terrible man ’ say liberal . terrible .,0,,
91987,# rebekahismoftheday # wednesdaywisdom liberal : thing gender . '' : `` really ? tell wage gap . '' '',0,,
96934,..and yet get call-up senior team.. url,0,,
28296,"@ user sadly , blew interview . , , bought . pas litmus test '' real progressive ... .you mistakenly alienated 's left dem base , thanks hrc , need u , know . url",1,1,0
75968,@ user @ user bad antifa crash gop townhalls .,1,1,0
38422,@ user @ user @ user @ user kamala harris rapidly gaining reputation dishonest senator,1,1,0
26735,@ user favorite bot ily,0,,
27932,@ user @ user good lord .,0,,
17615,@ user guilt association see . great tactic spineless anti-white liberal .,0,,
20694,@ user foolish think,0,,
63235,# hanoijane fonda campaign gun control measure ; backfire ? - liberty park press url,1,1,2
48013,@ user n't seems happy look eye like staring ur soul,0,,
45972,@ user @ user incredible,0,,
45414,@ user one mistreating mistreating kavanaugh . man may innocent liberal jumping hate trump . right thing year 's word contest .,1,1,0
90806,@ user 're fucking drug dude,1,0,
68744,@ user @ user n't like idea supporting company . url,0,,
26221,@ user @ user @ user effortlessly funny ,0,,
77070,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user orwell antifa . : ),0,,
87862,@ user doct tape please !,0,,
50331,@ user grown,0,,
99766,@ user @ user @ user complete idiot🤡,1,1,0
79310,@ user bet ,0,,
45830,@ user put disagree . never happened . akin violence antifa . appropriating metoo movement purpose damaging person .,0,,
74913,@ user think trying look like url,0,,
60844,@ user important distinction ex-attorney general '' ..so frankly yasir..nobody give rat pyjama think..now piss find another trough wallow in..liberals finished ontario . '',0,,
83292,@ user seems ca n't even hold onto advancement signage gun control .,0,,
15485,@ user @ user show plenty lefty like antifa getting pummeled like weak punk lol,1,1,1
82223,@ user @ user going deflect away nearly dead due lack post hurricane support trump administration using deportation single year old man ? sir offensive one .,1,1,0
51831,@ user @ user @ user @ user @ user alex fantastic watching race season love pas determined every race . thank,0,,
10238,@ user love u bitch,1,1,0
51617,@ user fuckingndbs funnyhejs,1,0,
98538,@ user help ! already verify account try use want detail ( passport ) ’ . phone instead two minute pointless message tell busy hang ! ! ! rubbish service .,1,1,0
75354,@ user @ user @ user @ user @ user cover hair glorious,0,,
68683,@ user @ user n't hold breath . biased medium double conservative . public slowly catching .,0,,
49073,@ user @ user @ user german antifastock fought nazi . german antifa rescued jew .,0,,
16190,@ user @ user wrong . @ user enthusiastic architect devastating austerity along tory 's . @ user abandon every principle supposedly @ user could let cameron run minority government ( snp ) chose,0,,
20716,# wednesdaymotivation teach type government anyone run public office . # liberal want give illusion # democracy keep power hidden . conservative enjoy # representative government like take control .,0,,
23025,@ user @ user anything conservative must believed . liberal get pas .,0,,
90196,@ user @ user love ! also : queen lex speaking important issue like gun control lgbtq+ right longgggg feb th . ,0,,
48692,@ user @ user @ user lier money . nobody want “ francoism ” spain ! except ppl like fascist separatist friend smoke screen money embezzlement catalonia ! friend vlaams belang ? & amp ; italian nazi ? nazi url,1,1,0
40054,@ user egomaniac ’ like lose spend money free agency draft better,1,1,0
15577,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user coward list antifa profile . coward terrorist ... ’ go !,1,1,1
86668,@ user n't know football team private prison . thank providing insight . hopefully released realize done wrong .,0,,
44496,thing make australia way better country u ’ even mention gun control url url,0,,
66518,"-- -the greatest predictor political belief high openness/low conscientiousness ( liberal ) low openness/high conscientiousness ( conservative . ) 's vast majority artist , ... url",0,,
83927,@ user booo . hooo hoo raised spoiled brat ?,1,1,1
49864,@ user @ user nothing left wing unhinged liberal jerk ! ! ! need shut f-up ! ! ! yrsof life time b ! ! ! !,1,1,0
54313,"@ user @ user leftist organization , antifa , green , went wobbly meeting spent time talking labor practice , law , policy , etc . spent whole meeting resolution trans inclusive , '' / present already gnc . ''",0,,
32504,@ user missing brain ?,1,1,0
29347,@ user @ user @ user @ user @ user apparently free market '' narrative n't convenient today . 'm tired hearing free market conservative turn around pick winner loser market . '',0,,
29303,@ user @ user one talking trump ! tweet ? liberal obsessed supporter .,0,,
30214,@ user @ user legit % socialist bloc maryland . win crowded primary overall people ’ want go far left . baltimore resident ’ liberal ( mostly everyone ) say .,0,,
82993,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user get map ! safety legit ! @ user @ user @ user @ user @ user @ user,0,,
17590,@ user @ user disturbed platform become like dictatorship soviet state .,1,1,1
64423,@ user @ user dumb ! point ?,1,1,0
39865,@ user fuck bfa im going back rift,1,1,2
58318,@ user bite vicious tongue ! !,1,1,0
87443,@ user would n't surprised .,0,,
99197,@ user    delusional url,1,1,0
85813,@ user kkk antifa hate group created democrat,1,1,1
93982,@ user @ user calling conservative get vote cruz ! ! ! ! maga ! ! ,0,,
48672,@ user hows gun control working ?,0,,
37370,@ user put antifa “ hit list ” taking matter seriously . reported twitter- nothing . group : target ( maybe ) antifa . donald trump candace owen well . twitter handle . thanks  url,0,,
81322,@ user luckily ’ one safest @ user seat . allows flippant/dismissive come opposing view . still heard cohesive alternative plan though ... # brexitshambles,0,,
50038,@ user congratulation ! adorable,0,,
41567,@ user nancy lee grahn awesome ! fan since santa barbara ! ! alex davis also rock ! ! ! ! ! thank ! ! !,0,,
19123,@ user skrull . enemy kree . kree gave carol power whose uniform wearing first moment trailer .,0,,
79672,@ user @ user @ user @ user @ user @ user @ user except kind come gun control,0,,
29055,@ user @ user @ user beautiful,0,,
32479,@ user happens liberal get control,0,,
42594,"@ user @ user daniel said job reflect character , really . cheap , sleezy porn lap dancer . high road '' take type job ''",1,1,0
95697,"@ user longer guard , marie smile warmly . merci . love compared father . look many way . '' look moment back . `` also sire . unless already figured . '' laugh softly . marie beam question . + ''",0,,
96084,@ user gun control omportant . left nra regulate . care life waisted along path enrichment .,0,,
77548,@ user antifa girl month centrefold !,0,,
62926,@ user @ user @ user @ user tweet directed . care le whatever blathering .,1,1,0
53633,@ user oh well yes go without saying ultimate superman ,0,,
14182,@ user good ! ! ! maga,0,,
49199,@ user # amazonpets bonnie year old friendly war got attacked another dog . would love face # amazonpets url,0,,
35683,/ evidence liberal goal sabotage # nafta make trump enemy get trump hate vote canada election . url,1,1,0
43602,@ user @ user ’ class act ’ . kim nd,0,,
33000,"@ user @ user @ user @ user @ user @ user @ user @ user logic fails , n't twitterer like ! sooo special , follower ! believe , believe ! ! ! ! stop dumb fact ! ! ! ! ! '' megy entertaining ! ! ! 🤣🤣🤣🤣🤣🤣🤣🤣🤣 ''",0,,
94730,@ user @ user @ user van ? army need shazam know ... ,0,,
11166,@ user conservative hard time testifying ?,0,,
84074,@ user @ user @ user fk river sick individual . get life make world better place end . loss trash imho,1,1,0
42883,@ user got ta keep gun control law get terrorist,1,1,1
43215,@ user @ user wonderful caring president . god bless ! ! # maga,0,,
20583,@ user anyone else getting different idea attack connected ? 🤔🤫,0,,
78116,@ user worthy  url,0,,
43409,@ user @ user @ user @ user @ user @ user @ user @ user sound relevant march mumbai woke snowflake gun control . abortion india legal woman 's choice required . take circus elsewhere . instead take issue oppression hindu india . least relevant .,1,1,2
84054,@ user @ user @ user supporting apartheid state commits international war crime . shame .,1,1,2
19593,@ user amazingly dems/ obamas/ left get away treating # identitypoltics group monolithic group thinker support dems . 's word label people particular group ? oh 's right ... ... . prejudice,0,,
29252,@ user @ user @ user talking ? climate change ? abortion ? legalizing cannabis ? private prison ? wall street fraud ? trump 's lie ? gun control ? white supremacy ? solar panel ? electric car ? wind turbine ? clean energy ? evolution ? age earth ? meaning word yom '' ? url,0,,
88754,@ user ’ poll say hillary going president ? ? ?,0,,
67471,@ user unfirtunately seen hispanic justifying shit trump . argued two family member mine belief trump helped pr lot . relative trump fan & amp ; agreeds majority immigrant come bad . upsetting,1,1,1
47552,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user havent checked cant say anything .,1,1,2
76221,@ user # crookedhillary drunk ? go back bed granny. # trumptrain # maga # deplorables # dregofsociety,1,1,0
38491,@ user look like joke liberal . # forttrump # poland # boomingeconomy url,0,,
90064,@ user @ user @ user bigger problem liberal gun control nut want open border try ‘ cleanse ’ society established culture . create ruling class communist structure proven fail . england muslim breeding ground . shameful,1,1,2
42573,@ user @ user suggesting brazil ’ high crime rate ? x much money trying push gun control nra money .,0,,
58600,@ user shocking almost liberal crazy insane since clinton witch lost ’ become # unhinged # deranged bunch damn # crybaby stop acting like child grow,1,1,1
27842,@ user schiff- swamp .,0,,
81736,# qanon # greatawakening awake yet ? ? setup beginning ... liberal know it.. n't moral accept ! ! url,0,,
67416,@ user @ user @ user @ user @ user @ user @ user @ user # antifa place anonymous . censorship . url,0,,
66104,@ user @ user 'm talking someone historical background heritage gun . roman catholic ... generally gun control . research sir .,1,1,2
41174,@ user ’ need . nationwide vote gun control . let people vote bill force congress pas ’ majority . # powertothepeople,0,,
91479,"pittsburgh # antifa cell conducting weapon training fight racist street '' openly embrace mass murder . `` mlm '' graffiti stand marxist-leninist-maoist . mao 's communist regime killed million people venetian ballroom , capacity .  ''",1,1,1
10987,"@ user @ user well , see , start talking dana sensible gun control law ignores ( call tragedy dry-humping whore '' @ user n't conversation . 'm talking void . ''",1,0,
65807,@ user @ user @ user @ user @ user antifa left wing '' inspired group . '',0,,
30122,@ user @ user coming guy arrested charged accessory . hat deranged individual .,1,1,0
45869,@ user law reasonable gun control ?,0,,
88575,@ user @ user think run president . democrat seem always forget video tape stupid thing . irrelevant ! scotus confirmed america path recovery year obama ! ,0,,
49800,@ user conservative basically want kind harrison bergeron scenario public university forced pretend charlie candace functioning adult .,0,,
48218,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user dunno . know n't interact directly lot . 🤷‍,0,,
64620,@ user call normal thing tho co even call friend sub yet responsibility start buying data outing ? dunnogo lowcut girl full hometown ,0,,
68505,@ user really unbelievable feel ’ ok call citizen worse deplorable . ’ nut . wonder ppl running reps. obviously think way better u . time go away mr. biden !,1,1,0
20516,... n't great still best 've seen ... money thed ab 's winning rugby championship wc beauden barrett play starring role . url,0,,
85878,@ user @ user ’ embarrassment republican party ! glad took cowardly way quit !,1,1,2
97875,@ user donald trump always dangerous animal defeated liberal left demonrat communist like brennan .,0,,
13874,@ user @ user @ user proof ! african  friend n't get free college . demoncratic putting illegals  ppl . antifa ninja turtle running around acting like jihadist never lived real life experience . antifa college kid white privileged,1,1,1
45517,@ user qual ? url,1,0,
96394,@ user waging war & amp ; horrible thing done .,0,,
64790,@ user @ user @ user almost every one talked work today said fuck canelo . new mayweather,1,1,0
79207,@ user trump 's fault guess url,0,,
70229,@ user @ user judge dredd 's nation . # tuesdaymorning # wednesdaywisdom # wednesdaymotivation # wednesdaymorning # maga # kag # makeamericagreatagain # keepamericagreat # americafirst # # adefenders libtard democrat call you..via @ user twt : url url,0,,
66185,@ user hope . fucken dinosaur thought steinbrenner ,1,1,0
44791,@ user dirty cum dumpster,1,1,0
74791,@ user far left antifa real fash .cowards hide behind mask attack anyone diff opinion even confront old vulnerable child well,0,,
66874,@ user asleep . boring ? ?,0,,
21280,@ user looking forward show invite caller regret voting federal liberal .,0,,
85180,@ user @ user really enjoying ei,0,,
91706,@ user @ user @ user @ user name social injustice caused gop death anyone caused member dare . many people lost life idiocy gun control ?,1,1,2
65418,@ user solved problem chicago alright ! ! wish “ leader ” would think something different get attention . gun control getting old .,1,1,1
15227,@ user ’ bye week,0,,
32266,@ user @ user careful soyboy stickman . arm might fall clean . dweeb .,1,1,0
59118,come # maga,0,,
20103,course spooky dude connected kavanaugh hit job url # maga # teaparty # trumptrain # ccot # pjnet # trump # kavanaugh # kavanaughconfirmationhearing # confirmkavanaugh,0,,
81403,@ user ’ still . someone family ’ enraged . @ user let loose .,0,,
24482,@ user owe christian conservative koch bros. nomination . specific nomination . reason .,0,,
83314,@ user @ user @ user innocent people ’ resign . know liberal love sexual predator . ok keith ellison assulting several woman police report support .,1,1,0
81938,@ user think reality ‘ truth phobic ‘,0,,
45820,@ user unexplained murder associated mother pro christian ?,0,,
55015,@ user see boob lol ,1,0,
55155,@ user @ user poker would definitely move woodward bluff . bob become shill . hope c_i pay well bobby .,0,,
14874,@ user @ user yea . lol sorry go,0,,
18631,@ user ’ specific person whose tweet r bugging since morning ..🤣 solo fan guess ..usko har cheez se problem hai aur use shayad aisa lagta hai jaise he/she nly sensible one 🤣🤣,0,,
82064,# libdems also share without support # conservative would never got # austerity . price plastic bag . url,0,,
58476,@ user knucklehead . making good decision .,1,1,0
51247,@ user @ user ... ... ... .kindergarten adult ? ? ?,0,,
94081, truthfeed news   'dems scramble suddenly hit brake kavanaugh ’ accuser ' # maga # # prolife url,0,,
29028,# conservative playing defense way long . enough . # wakeup # makeamericagreatagain # democratsdividinganddestroyingamerica,0,,
57412,@ user @ user gon na suck gun control,1,0,
13150,@ user @ user @ user @ user @ user sir know difference pretending someone else lying age etc etc etc . thats point point lot people since forever kill victim . suck ! ! !,1,1,0
33827,. @ user laugh conservative view suddenly outraged support democrat -- come guy - clearly n't good fan n't know . url,0,,
34027,@ user @ user one give shit one miss ! sorry @ user ! url,1,1,0
54277,@ user never said . merely refuted statement ’ tight end . virgil green solid tight end surrounded talent charger,0,,
83552,@ user @ user @ user @ user source ? legit . faux minion . case : antifa = anarchist . left . last : url,0,,
22913,@ user kitty know love always minds🤗,0,,
15317,@ user @ user @ user @ user 's antifa . troll created pol .,0,,
81766,@ user,0,,
41930,@ user @ user illegal assembly look .,0,,
35036,@ user @ user # confirmkavanaugh folly used fire-up extreme progressive base . soros ' # antifa & amp ; # blm n't work . url,0,,
84308,@ user divine,0,,
48868,@ user @ user @ user false . lying . check source .,0,,
51349,@ user need next superhero game ...  url,0,,
61958,@ user @ user @ user funny thing meme map . south carolina cook county illinoise similar demographic population . cook county twice many murder home state gun control . start comparing apple apple ...,0,,
88334,@ user @ user fat president trump last president moore ever see 's,0,,
52970,@ user still baby,0,,
95041,"@ user @ user @ user linked article showing 're wrong . 're telling libertarian conservative '' aka right supposedly believe . 'm bigoted , 's pattern 've noticed never seems wrong . ''",0,,
91228,@ user bono love embrace fugitive roman polanski . 's kind guy mate .,0,,
71221,@ user @ user @ user like london land banked luxury apartment little social housing built .,0,,
97698,@ user @ user think collins maybe seen light given threat liberal lately .,0,,
89266,@ user productivity '' ? '',0,,
63305,@ user ’ qualified obama folk put together !,1,1,1
58197,@ user actually ’ libs actually follow threat cop murdered far libs cop shot libs dozen republican congressman attempted murder libs antifa assaulting behalf libs url,0,,
20797,# rape culture : prominent conservative rush defense brett kavanaugh wake sexual assault allegation @ user url,0,,
84558,@ user @ user video worth,0,,
74015,@ user sorry bloodsucker bad almost bad elf like dating undead monster cant controlled even controlled 'll die make mental issue,1,1,0
38915,@ user thought watching “ know ’ going ? ”,0,,
51497,@ user @ user @ user @ user principled conservative know canadian liberal medium / @ user hate news help justin trudeau ’ obvious ’ one ’ manipulated hurt canada . read pinned tweet thread explanation . see ignore trump support israel,1,1,0
60683,@ user wake black american ! # maga # kavanaugh # votered # trump # trump # walkaway # kag # trumptrain # # sundaythoughts # hurricaneflorence # hurricaneflorence # bolsonaroeleito ºlugar # bolsonaropresidente bb # blackout # bluewave # blm # blackexcellence url,1,1,1
46071,@ user @ user let 's see many plane turned around crazy airport shut down happen next day . maybe drinking game ? @ user # wwg wga # maga,0,,
35211,@ user @ user safe fucker,1,1,0
89826,@ user @ user paid protester . # votedemsout # kavanaugh,1,1,1
67976,@ user @ user !,0,,
54381,@ user @ user deep state .,0,,
23148,@ user @ user see . even liberal agreement !,0,,
44831,want need job # maga # magarallyrules # maga # trumpsupporters # womenfortrump url,0,,
13861,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user bus kitty nice individual !,0,,
87419,@ user @ user @ user @ user lord .,0,,
93678,"... ... ... responding child ... zero ... time ... must find way stop elpizo . '' ( x , mmz ) ''",0,,
98495,@ user @ user @ user @ user fawning ? decide n't reasonable ? fully possible reasonable still wrong . 'm guessing never watched daves show going heard people fawning .,1,1,0
81262,@ user @ user @ user,0,,
19155,@ user @ user ! ’ donald trump office ! democrat good portion republican shadow government ! complicit ! globalist ( international communist ) !,1,1,1
40381,@ user clear would n't listen anyways since interested arguing non existent racism tweet rather calling ignorant white girl display,1,1,1
59086,@ user excommunicate guy . ’ teach ‘ em .,1,1,0
38025,@ user oh cool . alana found one person dumber retweeted . nice move .,1,1,0
43363,@ user agreed % . majority . letting # liberal dictate want proceed !,0,,
21189,@ user amen,0,,
89981,@ user loved,0,,
45805,@ user ... ?,0,,
44583,@ user liberal cross floor leave trudeau alone implode ! guy leading country financial disaster !,0,,
66492,@ user change mid term election .,0,,
53328,@ user another war “ hero ” speaks out,1,0,
55673,@ user @ user soldier '' ? ? like antifa scum bag '',0,,
61554,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user making outward trapping respect patriotism important patriotism exists volunteer serve nation .,0,,
34778,@ user ... line moore .,0,,
59581,@ user @ user @ user @ user comparing apple orange like liberal often . texas strategic methodical voting . understand work texas ’ voting nationally . elect texas affect nation .,0,,
29462,@ user ’ go far enough . jr. going jail ... .treason ... .,1,1,0
80718,@ user @ user hurt look,0,,
64143,@ user @ user omg ... 's like ows crowd later year ! still ca n't think/speak . 're allowed parrot .,0,,
81106,@ user @ user @ user could help london based ,0,,
31107,@ user @ user talking ? ’ green maga.. sorry twitter grammar ’ par you.. eye bad.. maybe ’ critique latest article please.. ’ well-paid editor ’ sure slip url,1,1,0
14041,@ user sometimes get ya ask,0,,
62217,@ user @ user @ user school shooting new zealand ever . suggest research around country unarmed police force . child citizen kept safe strong gun control law strictly enforced .,0,,
53945,# projectveritas # jamesokeefe keep great work ! ’ sure many obama deep state employee working fed gov trump conservative ... . constitution matter . url,0,,
85361,@ user hell ! ! ! ! !,0,,
31409,"@ user heavenly father ask hedge protection path horrendous storm . may god bless usa , potus patriot great nation ! may god 's wrath fall upon tyrant , human trafficker betray great nation ! wwg wga '' ''",0,,
94846,@ user @ user think confer messiah . think powerful enough turn tide . empower win last two major .,0,,
85397,@ user still defend ?,0,,
17971,@ user ’ coalition gun control headed lady turned job bully ?,1,1,0
37461,@ user see case based evidence appalling badly conservative gone brexit clear idea leaving mean .,0,,
52407,@ user another tweet prove even pure narcissistic sociopath ! ! america deserves better & amp ; need demand better .,0,,
34698,actually nvm dc animated film shit,1,1,2
64124,@ user eric smolder ex atty genl . epitome labamba govt . sheister .,0,,
53222,@ user @ user hurray ! hard core liberal light liberal party .,0,,
70077,@ user @ user @ user equip air accuracy mod set ! ! let ’ clip fly ! !,0,,
64580,@ user 🧠 damage,0,,
76254,@ user strong feeling high % vote blue . gun control main focus .,0,,
96020,@ user looking see logo hoping get robot & amp ; u sensitive happened middle night car taken sleeping tow truck removed empoundment know late payment '' ? true . url,0,,
99287,@ user holy shit sick :,1,1,0
41093,# hey france ’ gun control hurt resistance nazi ? url,0,,
77413,@ user clown care nfl . # nflfreesundays,1,0,
79227,@ user @ user course ! corrupt democrate party stake ! # maga # wwg wga,1,1,2
82997,@ user awesome news,0,,
27769,@ user really even care come foolish annoying mouth ? go home david let adult # maga,1,1,0
15826,@ user ahhh lurch go back wind surfing .,0,,
72836,"@ user @ user @ user yeah ! liberal look ! 'm victim man held , covered mouth tried rip clothes rape . boo hoo . friend turned music loud cover scream hurt widdle ear '' get already , amiright ? ''",1,1,1
31263,@ user make sort sexual foul joke ? liberal really like making,1,1,0
76422,@ user folk protest great president . pure simple way bring gun control . weapon campus ( gun free zone ) carried concealed weapon ( illegally ) . guy trying cause gun control otherwise 'd shot head .,1,1,0
23354,@ user @ user @ user @ user @ user strict enough ? world stricter gun control shall military go door door siezing firearm tho willing give . ?,0,,
37134,@ user type skilled migrant liberal want come wonderful country,0,,
37302,@ user @ user ’ complaining shit tournament long . think people usa care roger federer favorite food watching american play . ’ turnoff turn channel,1,0,
76998,@ user @ user @ user @ user british builder ?,0,,
38916,@ user  funny !,0,,
71087,. since six year old wanted one ... world champion forever . last seven eight lap cry like ... cry like girl cry radio car ! `` although limited review '',0,,
12244,@ user attention bigger account everything . smaller vanish nowheresland . 🤷‍ sometimes even believe something better number follower-count .,0,,
13085,/ establishment . may . panicking . trying get u abandon brexit . liberals.. mp . police say could n't keep u safe leave eu . say 'll bankrupt . house price fall . food price rise ... . url,0,,
10414,@ user @ user @ user . . a. sociopath . incapable feeling empathy . period .,1,1,0
15456,@ user @ user u ..let know info club . 'm definitely interested . thanks alot .,0,,
84020,@ user @ user @ user @ user @ user ’ ! video trump supporter blocking kkk sending away ! ’ accept racism . said “ fine people side ” . includes antifa go ahead pick choose information .,1,1,0
33351,@ user @ user ’ compute !,0,,
63594,@ user @ user @ user wanting gun control leo ’ ?,0,,
88189,@ user isnt aware anything ; handsome~,0,,
36311,@ user buck spiderman url,0,,
40934,@ user @ user @ user @ user @ user ’ remember happened ’ remember happened ’ remember got . liar feminazi go length smear man . liar .,1,1,0
85258,@ user @ user @ user @ user @ user freedom people live gun control ’ ?,0,,
19215,@ user carrful smol,0,,
94438,@ user look 's talking . # maga,0,,
15428,@ user @ user @ user really good news u conservative texas . give repubs supermajority senate .,0,,
30015,@ user great question . say @ user @ user # antifa working within government paid taxpayer ? @ user @ user @ user @ user @ user @ user @ user @ user,0,,
58847,@ user gave fucking heart palpitation 'm shaking type,1,0,
86445,@ user @ user remember . sister told . lucky n't call police .,0,,
38633,@ user @ user lol good,0,,
95503,rubio want doj investigation kerry ’ iran meddling url via @ user,0,,
92884,@ user yessir fam,0,,
70552,@ user let correct . jeno soul mate skshsksk,0,,
73619,@ user @ user steroid girl steroid rage,1,1,0
55691,@ user @ user @ user @ user @ user need hang strong together action hand tory life line plate ? without @ user going ripped apart come next general election,0,,
17581,@ user size stadium,1,1,0
59504,st cheeto dust cheat get position throw paper towel american citizen devestated hurrican . next sends help victim latest hurricane . claim # stopkavanaugh great guy unclassifying doc,0,,
18411,"@ user sarah 's story , egad ! producer 's asked could fall nymphet responds absolutely ! '' ''",0,,
39211,@ user @ user serena outplayed & amp ; acted like spoiled brat . rule,1,1,0
39719,@ user ran holding assault rifle calling gun control . may moving left far,0,,
95701,@ user know better place,0,,
58967,@ user @ user @ user haha 'affordable ' home . new flat cost minimum k south glasgow . affordable pay rise stagnant ! ?,0,,
79620,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user man ... ca n't believe 've lost recently . iconic actor s. url,0,,
30910,@ user record gun control . thanks .,0,,
33631,@ user bite . transition complete,0,,
63140,@ user @ user sending commiseration cardinal loss brioche cinnamon roll picture . url,1,1,0
28727,@ user @ user party ever want taken seriously need call & amp ; defund violent liberal antifa kkk hood beating stranger know nothing . either care human life & amp ; cause people beat . ca n't way .,0,,
12887,@ user bull shit ... stop putting word people ’ mouth .,1,0,
99793,reason gun control united state lost cause url url,0,,
90415,@ user antifa ? one would died antifa ’ showed without permit,0,,
43724,... process removing # status # heandshe # newstatus # comingsoon # hplife,0,,
49816,@ user crazy liberal crazy eye ? lol url,1,1,1
42532,@ user still want fuck pussy rake . url,1,1,0
65019,# twitterpurge documentation am gain follower loses follower daily stop # twittercensorship # conservative url,0,,
88056,@ user denial stage . almost admission,0,,
23832,@ user okay emo 'm look icon username look,0,,
78004,@ user as hot seat # walkaway # wwg wga # pizzagate # qanon # hivites # maga # eagleonetowanta @ user @ user .,1,1,0
20654,@ user texas race race . believe liberal !,0,,
76900,@ user yeah painted cat good,0,,
89257,@ user fuck ?,1,1,0
49656,@ user anyone target leftist liberal . goal ? decent god-fearing conservative pas gov service ! result ? country harmed ! congrats liberal - antifa anti-america blossom !,1,1,1
34823,@ user @ user would love information joining dukin donut division antifa .,0,,
65617,@ user adopted pet yr ago . still daughter still friend . name nina changed onna . truly amazing little girl guite grandmother attitude . love much . believe saved . : ),0,,
52603,@ user @ user saw u hannity last night . want u know love dad know everything sacrificed u . greatest president lifetime modern history . wish could tell . would probably ugly cry though . godsend country .,0,,
48221,"@ user si paul mccartney love venezuela 's dictator , iran 's leader , syrian president , '' putin leader rule terror . bad thing say beloved president donald j. trump ! go figure ? @ user @ user @ user",1,1,0
